2016-03-04 00:36:44,364 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457023004, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=3D0F4F1333A385732F67F6F91D31EC4B25529, clientver=android, openid=594031754, payamt_coins=0, billno=-QKTDJ-20160304-0036326125, sig=nawzuN/IR0DvZmf8jWmlmARfe+Y=}
2016-03-03 22:11:27,313 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457014287, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=171C91B4C924024396A3F31FEA2A144715187, clientver=android, openid=807833691, payamt_coins=0, billno=-QKTDJ-20160303-2211214075, sig=kDsB3d0izgaS7Az4YTkIRg1mvXM=}
2016-03-03 22:13:24,462 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457014404, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=B80F5BB1A58C074E69F7353E889CCAF923535, clientver=android, openid=501251910, payamt_coins=0, billno=-QKTDJ-20160303-2213165685, sig=1AGb2sF8avacI5Xtz1cM2YQtY2I=}
2016-03-03 22:19:19,640 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457014759, payitem=memberT1T0T0T*200.0*1, zoneid=0, appid=1450000627, version=v3, amt=2000, providetype=0, token=44B7E9436506408B2E41AD6C66E3136901173, openid=153425470, payamt_coins=0, billno=-QKTDJ-20160303-2218421947, sig=WgM8UabwoZzMTMyi3vGNualN/24=}
2016-03-03 22:24:58,616 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457015098, zoneid=0, payitem=memberT1T0T2T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*st_dummy, token=07188E4A62C55A9CD166938DA5B1F8E003362, clientver=android, openid=144115197333168766, payamt_coins=0, billno=-QKTDJ-20160303-2224513324, sig=K/jQ52CT0cZZjLHXO+AucWw3aTA=}
2016-03-03 22:27:19,841 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457015239, zoneid=0, payitem=memberT1T0T2T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*st_dummy, token=54A55E375D2A61D44400B64C731D591E03362, clientver=android, openid=144115197333151946, payamt_coins=0, billno=-QKTDJ-20160303-2227065529, sig=FzzWcXBTbocHIEjFASdWHDNIB94=}
2016-03-03 22:34:43,789 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457015684, zoneid=0, payitem=memberT1T0T2T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*st_dummy, token=F60A9D8E8D87AEEE61D0C49FC58F899A15568, clientver=android, openid=144115198295467573, payamt_coins=0, billno=-QKTDJ-20160303-2234369955, sig=mSfRXE6Ri21IWte/JqzxfGMeYF8=}
2016-03-03 22:38:40,581 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457015920, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=162368C4C1CBB9A07B0A4345FD6C437D23536, clientver=android, openid=624959194, payamt_coins=0, billno=-QKTDJ-20160303-2238220055, sig=2U5tiBj69k6SWbydj/erz0zRf6s=}
2016-03-03 22:49:05,066 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457016545, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=29E7A01AF4D4169FCFA75A30561EE34606706, clientver=android, openid=1835339890, payamt_coins=0, billno=-QKTDJ-20160303-2248411970, sig=/Nl+tadGqsUhx+WvHDnZ+jol68o=}
2016-03-03 22:49:44,082 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457016584, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=D6741B2C89B16A5A488355BA22F3729B12992, clientver=android, openid=547093142, payamt_coins=0, billno=-QKTDJ-20160303-2249266787, sig=DQcYFeSD9KgP+QznxGqxpUU9EaM=}
2016-03-03 23:15:23,831 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457018124, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=30FB66C89729C21B3814AB08885FF4EE03362, clientver=android, openid=853818670, payamt_coins=0, billno=-QKTDJ-20160303-2315133729, sig=dE2Rl/OZsNziTHyo9+qIN3Yt7nA=}
2016-03-03 23:16:04,083 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457018164, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=A5B8FF0A1BA864C23A4B6538D816EC2512902, clientver=android, openid=1955847929, payamt_coins=0, billno=-QKTDJ-20160303-2315439050, sig=1COIr1mFjHcHK77uQs05whw7V2E=}
2016-03-03 23:17:24,026 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457018243, zoneid=0, payitem=memberT1T0T2T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*st_dummy, token=6555CB2C4C4A39AED470BEA4C889A74712992, clientver=android, openid=144115198291286413, payamt_coins=0, billno=-QKTDJ-20160303-2317099055, sig=gQLFDatOL2DMJn8ls8GSR/XSz+4=}
2016-03-03 23:44:00,008 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457019840, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=75975A7947CAEA1A575AFFA42EBD8BF915568, clientver=android, openid=2282337249, payamt_coins=0, billno=-QKTDJ-20160303-2343465898, sig=/p6G84fsAt0SyzX+Ga6qHHmKu8M=}
2016-03-03 23:44:14,303 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457019854, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=F286D140BFD5E22BD6D5954D0267B67726039, clientver=android, openid=10480007, payamt_coins=0, billno=-QKTDJ-20160303-2344055111, sig=3DyvpDjEoTqDntRkZPRts/G6l3Y=}
2016-03-03 23:48:14,921 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457020095, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=2D713968E017C538EC48CB663348D02A06651, clientver=android, openid=1930139143, payamt_coins=0, billno=-QKTDJ-20160303-2347583842, sig=LUgOSPWQlwpYm5UvcOsG7bFzDoc=}
2016-03-04 00:37:00,565 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457023020, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=FDC1AC46762750CBE50AC978ACDB345F06650, clientver=android, openid=410447630, payamt_coins=0, billno=-QKTDJ-20160304-0036474483, sig=WoENfa3Wurbu3usLIAJs/C0/dzw=}
2016-03-04 00:51:38,782 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457023898, payitem=memberT1T0T0T*200.0*1, zoneid=0, appid=1450000627, version=v3, amt=2000, providetype=0, token=2FD0B963311BDBF3F1B31C35E60B3D6E26355, openid=3167615411, payamt_coins=0, billno=-QKTDJ-20160304-0051102931, sig=eLBqRa0x8UNJydjsOryv2sJtEtU=}
